energy	bound difference	node count
-1.8295659131826363e2	2.001036344795006e0	2e0
-1.8291658331666332e2	2.0034153183815535e0	2e0
-1.82876575315063e2	2.0178794235136643e0	2e0
-1.828365673134627e2	2.044892990940577e0	2e0
-1.8279655931186235e2	2.047407011202005e0	2e0
-1.8275655131026204e2	2.0127194572613836e0	2e0
-1.8271654330866173e2	2.0645603189025032e0	2e0
-1.8267653530706139e2	2.0671229728485754e0	2e0
-1.826365273054611e2	2.0697104654789107e0	2e0
-1.8259651930386076e2	2.084390010063468e0	2e0
-1.8255651130226045e2	2.087001910442224e0	2e0
-1.8251650330066013e2	2.0896388619989694e0	2e0
-1.824764952990598e2	2.1043841007466506e0	2e0
-1.8243648729745948e2	2.132863958566214e0	2e0
-1.8239647929585917e2	2.1356463426384535e0	2e0
-1.8235647129425885e2	2.1794246903119827e0	2e0
-1.823164632926585e2	2.1533625551536795e0	2e0
-1.822764552910582e2	2.1561971550008523e0	2e0
-1.8223644728945789e2	2.159057785008829e0	2e0
-1.8219643928785754e2	2.2037314754806134e0	2e0
-1.8215643128625726e2	2.1769223841206475e0	2e0
-1.8211642328465692e2	2.179836149204566e0	2e0
-1.820764152830566e2	2.1977903105352965e0	2e0
-1.820364072814563e2	2.171030226101402e0	2e0
-1.8199639927985595e2	2.2280264376809873e0	2e0
-1.8195639127825564e2	2.2748401592962644e0	2e0
-1.8191638327665532e2	2.2782071709424616e0	2e0
-1.81876375275055e2	2.2494745269153604e0	2e0
-1.8183636727345467e2	2.2526287980138675e0	2e0
-1.8179635927185439e2	2.3004098898739724e0	2e0
-1.8175635127025404e2	2.30386572948838e0	2e0
-1.817163432686537e2	2.274321196845185e0	2e0
-1.8167633526705342e2	2.293973532006391e0	2e0
-1.8163632726545308e2	2.3556820705143244e0	2e0
-1.8159631926385276e2	2.3248798996414437e0	2e0
-1.8155631126225245e2	2.3282897047256164e0	2e0
-1.8151630326065214e2	2.378704534221519e0	2e0
-1.814762952590518e2	2.3824333765321284e0	2e0
-1.8143628725745148e2	2.350765278796435e0	2e0
-1.8139627925585117e2	2.401938645115803e0	2e0
-1.8135627125425083e2	2.4057329873861266e0	2e0
-1.8131626325265054e2	2.4403149125192756e0	2e0
-1.812762552510502e2	2.407014055253695e0	2e0
-1.812362472494499e2	2.4602604079673136e0	2e0
-1.8119623924784958e2	2.4642803284518964e0	2e0
-1.8115623124624923e2	2.4683316615278725e0	2e0
-1.8111622324464892e2	2.4843821479804746e0	2e0
-1.810762152430486e2	2.4884720499888187e0	2e0
-1.810362072414483e2	2.4925937159324434e0	2e0
-1.8099619923984795e2	2.5087324789636867e0	2e0
-1.8095619123824764e2	2.512893408515598e0	2e0
-1.8091618323664733e2	2.5496411018126746e0	2e0
-1.80876175235047e2	2.5540049557844746e0	2e0
-1.808361672334467e2	2.570380390515755e0	2e0
-1.8079615923184636e2	2.5582355094269107e0	2e0
-1.8075615123024605e2	2.5708981296721363e0	2e0
-1.8071614322864573e2	2.5873313584258866e0	2e0
-1.806761352270454e2	2.591777085395304e0	2e0
-1.8063612722544508e2	2.630201364113524e0	2e0
-1.8059611922384474e2	2.6348620773408253e0	2e0
-1.8055611122224445e2	2.5836092897199774e0	2e0
-1.805161032206441e2	2.6562533640669197e0	2e0
-1.804760952190438e2	2.6609941599791003e0	2e0
-1.804360872174435e2	2.677778505510855e0	2e0
-1.8039607921584317e2	2.682565219619166e0	2e0
-1.8035607121424283e2	2.6873873752590076e0	2e0
-1.8031606321264252e2	2.696680155399271e0	2e0
-1.802760552110422e2	2.7135957830099695e0	2e0
-1.8023604720944186e2	2.7546599085572763e0	2e0
-1.8019603920784158e2	2.741554833507719e0	2e0
-1.8015603120624124e2	2.7586541879580406e0	2e0
-1.8011602320464092e2	2.763744766861703e0	2e0
-1.800760152030406e2	2.7688724268544567e0	2e0
-1.8003600720144027e2	2.811321451489685e0	2e0
-1.7999599919983996e2	2.7544458456470284e0	2e0
-1.7995599119823964e2	2.8340963774744448e0	2e0
-1.7991598319663933e2	2.8395218184615416e0	2e0
-1.79875975195039e2	2.781739570842686e0	2e0
-1.7983596719343868e2	2.86250024447198e0	2e0
-1.7979595919183836e2	2.8680186495598607e0	2e0
-1.7975595119023802e2	2.87357650520946e0	2e0
-1.7971594318863774e2	2.891203910075283e0	2e0
-1.796759351870374e2	2.857961941758621e0	2e0
-1.7963592718543708e2	2.942224526360887e0	2e0
-1.7959591918383677e2	2.88099615190406e0	2e0
-1.7955591118223643e2	2.9660520285810392e0	2e0
-1.7951590318063612e2	2.971991419094196e0	2e0
-1.794758951790358e2	2.988219977116962e0	2e0
-1.794358871774355e2	2.925304188382582e0	2e0
-1.7939587917583515e2	3.012428262007372e0	2e0
-1.7935587117423484e2	3.018561990314986e0	2e0
-1.7931586317263452e2	3.0247387424608596e0	2e0
-1.7927585517103418e2	3.042999354035831e0	2e0
-1.7923584716943387e2	3.0492385852776454e0	2e0
