mass scale factor	scattering length real	scattering length imag
1.1343343343343344e0	3.629144769977181e1	-9.907269281500716e-13
1.1347347347347347e0	3.607921257581588e1	-5.072359458106113e-13
1.135135135135135e0	3.586706600174266e1	-2.976801738440458e-14
1.1355355355355354e0	3.5654990660541856e1	3.964766599177532e-13
1.1359359359359358e0	3.544296824729004e1	-1.0408396389993243e-15
1.1363363363363364e0	3.52309860848743e1	3.8638740585170794e-13
1.1367367367367367e0	3.5019024094633764e1	-2.8904807106912935e-13
1.137137137137137e0	3.480706887581803e1	-8.987024122710939e-13
1.1375375375375376e0	3.459510298474012e1	7.731354943907126e-14
1.137937937937938e0	3.438310888352648e1	4.445910465204165e-13
1.1383383383383383e0	3.417107270473865e1	-6.34162543413928e-13
1.1387387387387387e0	3.395897738585939e1	2.9058842574349504e-13
1.139139139139139e0	3.3746805555925015e1	-9.212259010616756e-13
1.1395395395395396e0	3.353454065736362e1	3.867757994614716e-13
1.13993993993994e0	3.332216930082374e1	-2.7296350025205177e-13
1.1403403403403403e0	3.310967206824777e1	2.0927801834780535e-13
1.1407407407407408e0	3.2897033731496634e1	2.719087516409329e-13
1.1411411411411412e0	3.268423843749079e1	-3.74979535740706e-14
1.1415415415415415e0	3.247127047510606e1	-5.264284940618247e-13
1.1419419419419419e0	3.225811105043447e1	1.153943183285215e-13
1.1423423423423422e0	3.204474380617424e1	2.1897857426799027e-13
1.1427427427427428e0	3.1831154491610043e1	6.425998686489043e-13
1.1431431431431431e0	3.161732385935168e1	-3.3165279012008106e-13
1.1435435435435435e0	3.140323707514691e1	1.38570295558932e-13
1.1439439439439438e0	3.1188876462860808e1	-5.238886694909364e-13
1.1443443443443444e0	3.097422598425346e1	2.535065905471136e-13
1.1447447447447447e0	3.0759268814560787e1	-5.73293736011332e-14
1.145145145145145e0	3.054398754129675e1	2.2305857446775097e-13
1.1455455455455454e0	3.0328363786691853e1	1.0419067801413206e-12
1.1459459459459458e0	3.011238191421259e1	7.367746172583948e-13
1.1463463463463464e0	2.9896025423953052e1	-6.187435397819873e-13
1.1467467467467467e0	2.967927519083866e1	2.958755535587042e-14
1.147147147147147e0	2.9462113744251738e1	3.8191814240715466e-13
1.1475475475475476e0	2.9244525924661044e1	3.9539350338185316e-13
1.147947947947948e0	2.90264915557041e1	-4.1983929395479753e-13
1.1483483483483483e0	2.8807991667078188e1	-4.4242545184460096e-13
1.1487487487487487e0	2.8589013891631037e1	6.874941437560733e-13
1.149149149149149e0	2.836953447040563e1	-4.68224302037589e-13
1.1495495495495496e0	2.8149536830819365e1	1.0932264579917709e-13
1.14994994994995e0	2.7929002754779656e1	9.846254084262593e-13
1.1503503503503503e0	2.7707914829483805e1	-8.300332297052402e-14
1.1507507507507508e0	2.7486252610506355e1	3.5409984587869865e-13
1.1511511511511512e0	2.7263998475788128e1	5.296197105983145e-13
1.1515515515515515e0	2.7041131338389466e1	4.862514601465211e-13
1.1519519519519519e0	2.681763444025533e1	-8.857317338773741e-13
1.1523523523523522e0	2.6593488016496647e1	-6.36298509908591e-14
1.1527527527527528e0	2.636867121401813e1	-1.2909156906600239e-13
1.1531531531531531e0	2.6143164442073306e1	5.280860767776484e-13
1.1535535535535535e0	2.591694758508683e1	-5.212304034544567e-13
1.1539539539539538e0	2.569000095017534e1	-1.2204855242206172e-13
1.1543543543543544e0	2.5462303190217746e1	4.660521132200765e-13
1.1547547547547548e0	2.523383511736529e1	-1.2691271842153515e-13
1.155155155155155e0	2.500457392339525e1	3.1624094367601203e-13
1.1555555555555554e0	2.4774499892257005e1	-6.910601543290575e-13
1.1559559559559558e0	2.4543590807788636e1	3.871982268564856e-13
1.1563563563563564e0	2.4311824718491536e1	6.739417927318856e-13
1.1567567567567567e0	2.4079180506653906e1	-1.1902314561717313e-13
1.157157157157157e0	2.3845635342560872e1	-3.149849248054701e-13
1.1575575575575576e0	2.36111659380507e1	2.5174367826826472e-14
1.157957957957958e0	2.3375750153814113e1	2.3751890026502448e-14
1.1583583583583583e0	2.3139364511699366e1	-7.080463759464176e-14
1.1587587587587587e0	2.2901986529116854e1	8.323638486793062e-13
1.159159159159159e0	2.2663590226564963e1	9.337551535858458e-13
1.1595595595595596e0	2.2424152899169844e1	-1.9691236050584106e-13
1.15995995995996e0	2.218364980877258e1	-7.035914658027224e-13
1.1603603603603603e0	2.194205842862729e1	8.363119347144193e-13
1.1607607607607608e0	2.1699348961421546e1	-6.666208996668207e-13
1.1611611611611612e0	2.14554964765792e1	-4.1782980095952157e-13
1.1615615615615615e0	2.1210478750841837e1	8.661907573861755e-13
1.1619619619619619e0	2.0964263461428406e1	9.21535442348329e-13
1.1623623623623622e0	2.0716829326012245e1	-2.9004630621054627e-15
1.1627627627627628e0	2.0468147116548767e1	1.7340674395338347e-13
1.1631631631631631e0	2.0218188603183766e1	2.955176084049282e-13
1.1635635635635635e0	1.9966924255089364e1	1.220935194583217e-13
1.1639639639639638e0	1.971432835779808e1	-8.253862954423485e-13
1.1643643643643644e0	1.946036989987337e1	-3.563197283417431e-13
1.1647647647647648e0	1.920501877613623e1	6.715888641687166e-13
1.165165165165165e0	1.8948245197038467e1	-3.9773455125709533e-13
1.1655655655655655e0	1.869002037813761e1	-1.1917915368126623e-13
1.1659659659659658e0	1.8430310847586824e1	1.3238388338815357e-13
1.1663663663663664e0	1.816908445526182e1	6.542033285485034e-13
1.1667667667667667e0	1.7906309783860912e1	-6.32810661986268e-13
1.167167167167167e0	1.7641953604959966e1	-6.647157138438682e-13
1.1675675675675676e0	1.7375983796709306e1	-8.411338277208684e-14
1.167967967967968e0	1.7108364091211904e1	4.99323443579505e-14
1.1683683683683683e0	1.6839060265342592e1	2.522707392677804e-13
1.1687687687687687e0	1.6568036833117436e1	-3.197168590471819e-13
1.169169169169169e0	1.6295256805271187e1	-9.352390837978116e-13
1.1695695695695696e0	1.602068572153627e1	-4.4019698445228944e-13
1.16996996996997e0	1.5744281801201854e1	-8.667728719240765e-13
1.1703703703703703e0	1.5466008942681489e1	-9.99153195771048e-13
1.1707707707707709e0	1.5185829878683736e1	-4.768672913335411e-13
1.1711711711711712e0	1.490370104492034e1	-6.249538220627444e-13
1.1715715715715715e0	1.461958250936922e1	4.941537920299635e-14
1.171971971971972e0	1.433343548876729e1	-3.544563669594782e-13
1.1723723723723722e0	1.4045213228933772e1	3.8455383269423255e-14
1.1727727727727728e0	1.3754875186022156e1	3.718747147919093e-13
1.1731731731731732e0	1.3462374589811922e1	-5.618409513419845e-13
1.1735735735735735e0	1.316766779337412e1	6.399417119032845e-13
1.173973973973974e0	1.2870708866909718e1	-9.820918586530196e-13
1.1743743743743744e0	1.257144920051522e1	5.570218294167198e-13
1.1747747747747748e0	1.2269840408839178e1	3.804337834788573e-13
1.1751751751751751e0	1.1965834138349429e1	-1.176785104770292e-13
1.1755755755755755e0	1.165937802699599e1	8.382709261950139e-14
1.1759759759759758e0	1.135042201730613e1	1.002930945779081e-13
1.1763763763763764e0	1.1038912842484221e1	3.3891137243392065e-13
1.1767767767767767e0	1.0724794931293712e1	-5.832143277881742e-15
1.177177177177177e0	1.0408014365296978e1	-6.689834170598073e-13
1.1775775775775776e0	1.0088514319164135e1	6.104564036566279e-13
1.177977977977978e0	9.766235485485243e0	5.630888747722184e-13
1.1783783783783783e0	9.44112003911109e0	2.529904363703803e-13
1.1787787787787787e0	9.113103799189409e0	-5.07091950028568e-13
1.179179179179179e0	8.782129358564571e0	-3.081416379067819e-13
1.1795795795795796e0	8.448129799935547e0	-6.677499198900007e-13
1.17997997997998e0	8.111038380016241e0	9.731064267321942e-13
1.1803803803803803e0	7.77078968827545e0	3.715032744548192e-13
1.1807807807807809e0	7.42731501630599e0	3.1321610925647465e-13
1.1811811811811812e0	7.080542535486244e0	-7.565907042722397e-13
1.1815815815815816e0	6.730400745367437e0	6.243370786119728e-13
1.181981981981982e0	6.376815814600026e0	4.634752616681744e-13
1.1823823823823822e0	6.019709923755522e0	4.988584130336082e-13
1.1827827827827828e0	5.659005665908674e0	3.1019115284164825e-13
1.1831831831831832e0	5.294623182394789e0	7.13597021779234e-13
1.1835835835835835e0	4.926479364203279e0	-3.3876442618997347e-13
1.183983983983984e0	4.554488043943925e0	7.075601605595619e-13
1.1843843843843844e0	4.178564747169777e0	2.692861333280138e-13
1.1847847847847848e0	3.7986181861403696e0	-2.7345640522219682e-14
1.1851851851851851e0	3.4145567646007207e0	-2.259567432986817e-13
1.1855855855855855e0	3.0262885465938436e0	3.426054067499461e-13
1.1859859859859858e0	2.6337131022241955e0	-7.994354122703427e-13
1.1863863863863864e0	2.2367317418233807e0	3.109393779398976e-13
1.1867867867867867e0	1.8352419416780894e0	-1.6765660833509453e-13
1.187187187187187e0	1.4291369376943543e0	-1.203037273815134e-12
1.1875875875875876e0	1.0183105598742694e0	-2.615222368205963e-13
1.187987987987988e0	6.026470487942319e-1	6.947013437421628e-13
1.1883883883883883e0	1.820357182114625e-1	-1.0228762545714058e-13
1.1887887887887887e0	-2.4364639942687866e-1	-7.693712265107563e-13
1.189189189189189e0	-6.745183549471528e-1	-8.580367641723131e-13
1.1895895895895896e0	-1.1107094210781603e0	-2.966487071193724e-13
1.18998998998999e0	-1.55234689046624e0	2.1669027481961575e-13
1.1903903903903903e0	-1.9995652383944005e0	5.58942659056277e-13
1.1907907907907909e0	-2.4525014174585626e0	-1.3959331027044773e-13
1.1911911911911912e0	-2.911300450581943e0	-2.1011296794864823e-13
1.1915915915915916e0	-3.3761071134400327e0	-1.7931186960480734e-13
1.191991991991992e0	-3.847073723781655e0	1.1409255370041956e-13
1.1923923923923923e0	-4.324355640091844e0	1.3708089626664248e-13
1.1927927927927928e0	-4.808117205685759e0	8.083408908283249e-13
1.1931931931931932e0	-5.298521181051185e0	6.012747477235078e-14
1.1935935935935935e0	-5.795743559371433e0	3.03959160389815e-13
1.193993993993994e0	-6.299959979425112e0	6.350038808349135e-13
1.1943943943943944e0	-6.811355788011603e0	-9.962913636391494e-13
1.1947947947947948e0	-7.330121128784808e0	3.518956804641337e-13
1.1951951951951951e0	-7.856453418620233e0	6.528807075088429e-13
1.1955955955955955e0	-8.39055535994025e0	2.4162970901551246e-13
1.1959959959959958e0	-8.932637536195994e0	-1.6197205610913112e-13
1.1963963963963964e0	-9.482919776042696e0	-4.904802497145447e-13
1.1967967967967967e0	-1.0041627217968966e1	3.0001015220133055e-13
1.197197197197197e0	-1.060899289435586e1	8.886741309872668e-13
1.1975975975975977e0	-1.1185263341892767e1	3.2721239897083964e-13
1.197997997997998e0	-1.1770685146572125e1	-6.586922598588768e-14
1.1983983983983983e0	-1.236552211735215e1	7.407430442789141e-13
1.1987987987987987e0	-1.2970045478889041e1	-4.1878511428603277e-13
1.199199199199199e0	-1.3584533492183427e1	-7.898410688526739e-13
1.1995995995995996e0	-1.4209281074410073e1	-5.540174035268594e-13
1.2e0	-1.4844588354379724e1	-6.710593582258662e-13
