position	wave function
7.791065626386203e0	-8.481525891063264e-45
7.797974338768203e0	-8.85050120972867e-45
7.8048830511502025e0	-9.231103746757703e-45
7.811791763532202e0	-9.623479739015541e-45
7.818700475914202e0	-1.0027766467568665e-44
7.825609188296202e0	-1.0444091699187509e-44
7.8325179006782015e0	-1.0872573125798816e-44
7.839426613060201e0	-1.1313317803008289e-44
7.846335325442201e0	-1.1766421588847655e-44
7.853244037824201e0	-1.2231968583931841e-44
7.8601527502062005e0	-1.2710030574240692e-44
7.8670614625882e0	-1.3200666477766245e-44
7.8739701749702e0	-1.3703921796290699e-44
7.8808788873522e0	-1.4219828073580977e-44
7.8877875997341995e0	-1.4748402361303597e-44
7.894696312116199e0	-1.5289646693980176e-44
7.901605024498199e0	-1.5843547574314216e-44
7.908513736880199e0	-1.6410075470230529e-44
7.9154224492621985e0	-1.6989184324972655e-44
7.922331161644198e0	-1.7580811081608068e-44
7.929239874026198e0	-1.8184875223287716e-44
7.936148586408198e0	-1.8801278330604213e-44
7.946511654981196e0	-1.9748758058711752e-44
7.9603290797451915e0	-2.1054002984963197e-44
7.9741465045091875e0	-2.2405882494320553e-44
7.987963929273183e0	-2.380268367795084e-44
8.00178135403718e0	-2.5242365128324806e-44
8.015598778801179e0	-2.672254957640249e-44
8.029416203565178e0	-2.824051844993786e-44
8.043233628329178e0	-2.9793208482670756e-44
8.057051053093177e0	-3.137721049117951e-44
8.070868477857177e0	-3.2988770421646164e-44
8.09504897119417e0	-3.5862803482601943e-44
8.129592533104162e0	-4.004389104776463e-44
8.171044807396154e0	-4.507224889105582e-44
8.198679656924146e0	-4.835678231167513e-44
8.226314506452137e0	-5.152651332643727e-44
8.243586287407135e0	-5.342492677214796e-44
8.257403712171135e0	-5.488664935122305e-44
8.271221136935134e0	-5.628996824013867e-44
8.285038561699134e0	-5.762771895132438e-44
8.298855986463133e0	-5.889274765013052e-44
8.312673411227133e0	-6.007794861817153e-44
8.326490835991132e0	-6.117630246304464e-44
8.340308260755132e0	-6.218091483268276e-44
8.354125685519131e0	-6.308505538535491e-44
8.36794311028313e0	-6.388219676107354e-44
8.38176053504713e0	-6.45660532969962e-44
8.39557795981113e0	-6.513061922830925e-44
8.409395384575129e0	-6.55702061170931e-44
8.423212809339129e0	-6.58794792547552e-44
8.437030234103128e0	-6.605349278874351e-44
8.450847658867128e0	-6.608772333140058e-44
8.464665083631127e0	-6.59781018178639e-44
8.478482508395127e0	-6.572104339082164e-44
8.492299933159126e0	-6.531347510254828e-44
8.506117357923126e0	-6.475286123888666e-44
8.519934782687125e0	-6.403722608555095e-44
8.533752207451125e0	-6.316517397416507e-44
8.547569632215124e0	-6.213590646367741e-44
8.561387056979123e0	-6.094923653201667e-44
8.575204481743123e0	-5.960559967293527e-44
8.589021906507122e0	-5.810606181372343e-44
8.602839331271122e0	-5.645232399071414e-44
8.616656756035121e0	-5.46467237410406e-44
8.630474180799121e0	-5.269223319079276e-44
8.64429160556312e0	-5.059245384135185e-44
8.65810903032712e0	-4.835160807711088e-44
8.67192645509112e0	-4.597452743883502e-44
8.685743879855119e0	-4.346663772743051e-44
8.699561304619118e0	-4.083394102270706e-44
8.713378729383118e0	-3.8082994720714085e-44
8.727196154147117e0	-3.522088771126647e-44
8.741013578911117e0	-3.2255213834225164e-44
8.754831003675116e0	-2.919404276886779e-44
8.768648428439116e0	-2.6045888525159717e-44
8.782465853203115e0	-2.28196757188644e-44
8.796283277967115e0	-1.9524703824106483e-44
8.810100702731114e0	-1.6170609607204135e-44
8.823918127495114e0	-1.276732795425022e-44
8.837735552259113e0	-9.32505131203176e-45
8.851552977023113e0	-5.85418796740874e-45
8.865370401787112e0	-2.3653193942361068e-45
8.879187826551112e0	1.130843100694654e-45
8.893005251315111e0	4.623502200365072e-45
8.906822676079111e0	8.101818637218455e-45
8.92064010084311e0	1.1554955260277143e-44
8.93445752560711e0	1.4972120883669958e-44
8.94827495037111e0	1.8342613695433237e-44
8.962092375135109e0	2.165586401160407e-44
8.975909799899108e0	2.4901476167981784e-44
8.989727224663108e0	2.8069269350404106e-44
9.003544649427107e0	3.114931717387856e-44
9.017362074191107e0	3.413198583133336e-44
9.031179498955106e0	3.700797064400899e-44
